names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country,date_fixed
"World War Z","06/20/2013 ",68,"Action, Drama, Horror, Science Fiction, Thriller","Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.","Brad Pitt, Gerry Lane, Mireille Enos, Karen Lane, Daniella Kertesz, Segen, James Badge Dale, Captain Speke, Ludi Boeken, Jurgen Warmbrunn, Matthew Fox, Parajumper, Fana Mokoena, Thierry Umutoni, David Morse, Ex-CIA Agent, Elyes Gabel, Andrew Fassbach","World War Z"," Released"," English",190000000,531861650,AU,2013-06-20
"Charlie and the Chocolate Factory","09/01/2005 ",70,"Adventure, Comedy, Family, Fantasy","A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.","Johnny Depp, Willy Wonka, Freddie Highmore, Charlie Bucket, David Kelly, Grandpa Joe, Helena Bonham Carter, Mrs. Bucket, Noah Taylor, Mr. Bucket, Missi Pyle, Mrs. Beauregarde, James Fox, Mr. Salt, Deep Roy, Oompa Loompa, Christopher Lee, Dr. Wonka","Charlie and the Chocolate Factory"," Released"," English",150000000,475825484,AU,2005-09-01
"High Heat","03/01/2023 ",60,"Action, Comedy, Crime","When the local mafia shows up to burn down her restaurant, Ana, a chef with a meticulous past, defends her turf and proves her knife skills both in and out of the kitchen.","Olga Kurylenko, Ana, Don Johnson, Ray, Chris Diamantopoulos, Tom, Kaitlin Doubleday, Mimi, Page Falkinburg Jr., Dom, Dylan Flashner, Sebastian, Bianca D'Ambrosio, Becky, Erik Bloomquist, Miles","High Heat"," Released"," English",78000000,277412220,AU,2023-03-01
"How to Train Your Dragon: The Hidden World","01/03/2019 ",78,"Animation, Family, Adventure","As Hiccup fulfills his dream of creating a peaceful dragon utopia, Toothless' discovery of an untamed, elusive mate draws the Night Fury away. When danger mounts at home and Hiccup's reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind.","Jay Baruchel, Hiccup (voice), America Ferrera, Astrid (voice), F. Murray Abraham, Grimmel (voice), Cate Blanchett, Valka (voice), Gerard Butler, Stoick (voice), Craig Ferguson, Gobber (voice), Jonah Hill, Snotlout (voice), Christopher Mintz-Plasse, Fishlegs (voice), Kristen Wiig, Ruffnut (voice)","How to Train Your Dragon: The Hidden World"," Released"," English",129000000,521533238,AU,2019-01-03
"Girl at the Window","08/18/2022 ",65,"Thriller, Horror","A troubled teenage girl who's struggling to cope with the accidental death of her father suspects that the mysterious killer stalking her hometown is not only her neighbour but her mother's new romantic interest.","Radha Mitchell, Barbara Poynton, Ella Newton, Amy Poynton, Vince Colosimo, Chris Mancini, James Mackay, Mr. Coleman, Jackson Gallagher, Detective Reuben Knox, Nathan Hill, Constable Steve Owen, Sharon Johal, Dharma Mallick, Lauren Goetz, Suzan, Karis Oka, Lian Chen","Girl at the Window"," Released"," English",95200000,294248739.2,AU,2022-08-18
Hellraiser,"10/08/2022 ",64,"Horror, Mystery","A young woman struggling with addiction comes into possession of an ancient puzzle box, unaware that its purpose is to summon the Cenobites, a group of sadistic supernatural beings from another dimension.","Odessa A'zion, Riley, Jamie Clayton, The Priest, Adam Faison, Colin, Drew Starkey, Trevor, Brandon Flynn, Matt, Aoife Hinds, Nora, Jason Liles, The Chatterer, Yinka Olorunnife, The Weeper, Selina Lo, The Gasp",Hellraiser," Released"," English",1000000,14575148,AU,2022-10-08
"Pacific Rim","07/11/2013 ",69,"Action, Science Fiction, Adventure","Using massive piloted robots to combat the alien threat, earth's survivors take the fight to the invading alien force lurking in the depths of the Pacific Ocean. Nearly defenseless in the face of the relentless enemy, the forces of mankind have no choice but to turn to two unlikely heroes who now stand as earth's final hope against the mounting apocalypse.","Charlie Hunnam, Raleigh Becket, Rinko Kikuchi, Mako Mori, Idris Elba, Stacker Pentecost, Max Martini, Herc Hansen, Clifton Collins Jr., Tendo Choi, Ron Perlman, Hannibal Chau, Charlie Day, Dr. Newton Geiszler, Burn Gorman, Dr. Hermann Gottlieb, Robert Kazinsky, Chuck Hansen","Pacific Rim"," Released"," English",190000000,411002906,AU,2013-07-11
"My Hero Academia: Heroes Rising","03/12/2020 ",82,"Animation, Action, Fantasy, Adventure","Class 1-A visits Nabu Island where they finally get to do some real hero work. The place is so peaceful that it's more like a vacation … until they're attacked by a villain with an unfathomable Quirk! His power is eerily familiar, and it looks like Shigaraki had a hand in the plan. But with All Might retired and citizens' lives on the line, there's no time for questions. Deku and his friends are the next generation of heroes, and they're the island's only hope.","Daiki Yamashita, Izuku Midoriya (voice), Nobuhiko Okamoto, Katsuki Bakugo (voice), Yoshio Inoue, Nine (voice), Mio Imada, Slice (voice), Yuka Terasaki, Katsuma (voice), Tomoyo Kurosawa, Mahoro (voice), Yuki Kaji, Shoto Todoroki (voice), Kaito Ishikawa, Tenya Iida (voice), Ayane Sakura, Ochako Uraraka (voice)"," 僕のヒーローアカデミア THE MOVIE ヒーローズ：ライジング"," Released"," Japanese",21911000,29900850,AU,2020-03-12
After,"07/04/2019 ",72,"Romance, Drama","Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life.","Josephine Langford, Tessa Young, Hero Fiennes Tiffin, Hardin Scott, Shane Paul McGhie, Landon Gibson, Khadijha Red Thunder, Steph Jones, Dylan Arnold, Noah Porter, Samuel Larsen, Zed Evans, Inanna Sarkis, Molly Samuels, Selma Blair, Carol Young, Pia Mia, Tristan",After," Released"," English",14000000,57926850,AU,2019-07-04
After,"07/04/2019 ",72,"Romance, Drama","Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life.","Josephine Langford, Tessa Young, Hero Fiennes Tiffin, Hardin Scott, Shane Paul McGhie, Landon Gibson, Khadijha Red Thunder, Steph Jones, Dylan Arnold, Noah Porter, Samuel Larsen, Zed Evans, Inanna Sarkis, Molly Samuels, Selma Blair, Carol Young, Pia Mia, Tristan",After," Released"," English",650000,0,AU,2019-07-04
"The Hangover","06/11/2009 ",73,Comedy,"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug - who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.","Bradley Cooper, Phil Wenneck, Ed Helms, Stu Price, Zach Galifianakis, Alan Garner, Justin Bartha, Doug Billings, Heather Graham, Jade, Sasha Barrese, Tracy Garner, Jeffrey Tambor, Sid Garner, Ken Jeong, Mr. Chow, Rachael Harris, Melissa","The Hangover"," Released"," English",35000000,465487583,AU,2009-06-11
"The Adam Project","03/11/2022 ",71,"Adventure, Science Fiction","After accidentally crash-landing in 2022, time-traveling fighter pilot Adam Reed teams up with his 12-year-old self on a mission to save the future.","Ryan Reynolds, Adam Reed, Walker Scobell, Young Adam, Mark Ruffalo, Louis Reed, Jennifer Garner, Ellie Reed, Zoe Saldaña, Laura, Catherine Keener, Maya Sorian, Alex Mallari Jr., Christos, Braxton Bjerken, Ray Dollarhyde, Kasra Wong, Chuck","The Adam Project"," Released"," English",116000000,203098455.6,AU,2022-03-11
"Trick or Treat Scooby-Doo!","10/04/2022 ",73,"Adventure, Mystery, Comedy, Animation, Family","Mystery Inc. has cracked the case to top all cases! They've tracked down Coco Diablo, the head of a notorious costume crime syndicate. With Coco and her kitty in prison, Mystery Inc. thinks that they can finally enjoy a break. Wrong! Suddenly, menacing doppelgänger ghosts of the Scooby crew and favorite classic foes show up in Coolsville to threaten Halloween. Now it's up to the meddling kids to unmask the latest scoundrel and save Halloween!","Frank Welker, Scooby-Doo / Rudy / Fred / Nefario (voice), Grey DeLisle, Daphne / Daisy / Musketeer 1 / Olive (voice), Matthew Lillard, Shaggy / Craggly / Captain Cutler (voice), Kate Micucci, Velma / Helga (voice), Myrna Velasco, Coco Diablo (voice), Dee Bradley Baker, Esteban / Mr. Wickles / Cat Man (voice), Jeff Bennett, Shady Guy / Charlie Humdrum / Hank (voice), Anthony Carrigan, Trevor Glume / Farmer (voice), Erin Fitzgerald, Library Kid / Superhero Girl / Musketeer 2 (voice)","Trick or Treat Scooby-Doo!"," Released"," English",85000000,575808566,US,2022-10-04
"The Tangalanga Method","01/19/2023 ",60,Comedy,"Shy corporate employee Jorge Rizzi's life takes an uproarious turn when he participates in a hypnosis session that rips off his inhibitions and releases a hilarious alter ego.","Martín Piroyansky, Jorge Rizzi / Tangalanga, Julieta Zylberberg, Clara, Alan Sabbagh, Sixto, Rafael Ferro, Franco Giordano, Luis Machín, Jefe (Horacio), Lucía Maciel, Adela, Antonella Saldicco, Eva, Silvio Soldán, Taruffa, Luis Rubio, Raúl"," El método Tangalanga"," Released"," Spanish, Castilian",114200000,241031716.6,AR,2023-01-19
"Last Man Down","11/01/2021 ",58,"Action, Thriller","After civilization succumbs to a deadly pandemic and his wife is murdered, a special forces soldier abandons his duty and becomes a hermit in the Nordic wilderness. Years later, a wounded woman appears on his doorstep. She's escaped from a lab and her pursuers believe her blood is the key to a worldwide cure. He's hesitant to get involved, but all doubts are cast aside when he discovers her pursuer is none other than Commander Stone, the man that murdered his wife some years ago.","Daniel Stisen, John Wood, Olga Kent, Maria Johnson, Daniel Nehme, Commander Stone, Stanislav Yanevski, Dr. Feltspat, Madeleine Vall, Granite, Natassia Malthe, Zahara, Stephanie Siadatan, Emilia, Robert Follin, Adam, Michael Billington, Mason","Last Man Down"," Released"," English",165000000,250351474.6,AU,2021-11-01
"The Emperor's New Groove","04/05/2001 ",75,"Adventure, Animation, Comedy, Family, Fantasy","Kuzco is a self-centered emperor who summons Pacha from a village and to tell him that his home will be destroyed to make room for Kuzco's new summer home. Kuzco's advisor, Yzma, tries to poison Kuzco and accidentally turns him into a llama, who accidentally ends up in Pacha's village. Pacha offers to help Kuzco if he doesn't destroy his house, and so they form an unlikely partnership.","David Spade, Kuzco (voice), John Goodman, Pacha (voice), Eartha Kitt, Yzma (voice), Patrick Warburton, Kronk (voice), Wendie Malick, Chicha (voice), Kellyann Kelso, Chaca (voice), Eli Russell Linnetz, Tipo (voice), Stephen J. Anderson, Additional Voices (voice), Bob Bergen, Bucky / Fly Stuck in Web (voice)","The Emperor's New Groove"," Released"," English",100000000,169630573,AU,2001-04-05
"The Princess","06/16/2022 ",69,"Fantasy, Action","A beautiful, strong-willed young royal refuses to wed the cruel sociopath to whom she is betrothed and is kidnapped and locked in a remote tower of her father's castle. With her scorned, vindictive suitor intent on taking her father's throne, the princess must protect her family and save the kingdom.","Joey King, The Princess, Dominic Cooper, Julius, Olga Kurylenko, Moira, Veronica Ngo, Linh, Alex Reid, The Queen, Ed Stoppard, The King, Katelyn Rose Downey, Violet, Kristofer Kamiyasu, Khai, Fergus O'Donnell, Kurr","The Princess"," Released"," English",89000000,518519804.4,US,2022-06-16
"The Lion King","07/17/2019 ",71,"Adventure, Drama, Family","Simba idolizes his father, King Mufasa, and takes to heart his own royal destiny. But not everyone in the kingdom celebrates the new cub's arrival. Scar, Mufasa's brother-and former heir to the throne-has plans of his own. The battle for Pride Rock is ravaged with betrayal, tragedy and drama, ultimately resulting in Simba's exile. With help from a curious pair of newfound friends, Simba will have to figure out how to grow up and take back what is rightfully his.","Chiwetel Ejiofor, Scar (voice), John Oliver, Zazu (voice), James Earl Jones, Mufasa (voice), John Kani, Rafiki (voice), Alfre Woodard, Sarabi (voice), JD McCrary, Young Simba (voice), Shahadi Wright Joseph, Young Nala (voice), Penny Johnson Jerald, Sarafina (voice), Keegan-Michael Key, Kamari (voice)","The Lion King"," Released"," English",260000000,1647733638,AU,2019-07-17
"The Lion King","07/17/2019 ",71,"Adventure, Drama, Family","Simba idolizes his father, King Mufasa, and takes to heart his own royal destiny. But not everyone in the kingdom celebrates the new cub's arrival. Scar, Mufasa's brother-and former heir to the throne-has plans of his own. The battle for Pride Rock is ravaged with betrayal, tragedy and drama, ultimately resulting in Simba's exile. With help from a curious pair of newfound friends, Simba will have to figure out how to grow up and take back what is rightfully his.","Chiwetel Ejiofor, Scar (voice), John Oliver, Zazu (voice), James Earl Jones, Mufasa (voice), John Kani, Rafiki (voice), Alfre Woodard, Sarabi (voice), JD McCrary, Young Simba (voice), Shahadi Wright Joseph, Young Nala (voice), Penny Johnson Jerald, Sarafina (voice), Keegan-Michael Key, Kamari (voice)","The Lion King"," Released"," English",79300000,986193783,AU,2019-07-17
"Jungle Cruise","07/29/2021 ",75,"Action, Adventure, Fantasy","Dr. Lily Houghton enlists the aid of wisecracking skipper Frank Wolff to take her down the Amazon in his dilapidated boat. Together, they search for an ancient tree that holds the power to heal - a discovery that will change the future of medicine.","Dwayne Johnson, Frank Wolff, Emily Blunt, Dr. Lily Houghton, Edgar Ramírez, Lope de Aguirre, Jack Whitehall, McGregor Houghton, Jesse Plemons, Prince Joachim, Paul Giamatti, Nilo, Veronica Falcón, Trader Sam, Dani Rovira, Sancho, Quim Gutiérrez, Melchor","Jungle Cruise"," Released"," English",200000000,210469803,AU,2021-07-29
"The Nun","09/06/2018 ",59,"Horror, Mystery, Thriller","When a young nun at a cloistered abbey in Romania takes her own life, a priest with a haunted past and a novitiate on the threshold of her final vows are sent by the Vatican to investigate. Together they uncover the order's unholy secret. Risking not only their lives but their faith and their very souls, they confront a malevolent force in the form of the same demonic nun that first terrorized audiences in "The Conjuring 2" as the abbey becomes a horrific battleground between the living and the damned.","Taissa Farmiga, Sister Irene, Demián Bichir, Father Burke, Bonnie Aarons, The Nun / Valak, Jonas Bloquet, Maurice Theriault, Ingrid Bisu, Sister Oana, Patrick Wilson, Ed Warren, Vera Farmiga, Lorraine Warren, Lili Taylor, Carolyn Perron, Charlotte Hope, Sister Victoria","The Nun"," Released"," English",22000000,363391647,AU,2018-09-06
